content,score,Year,Month,Day
"Tolong diperbaiki lagi aplikasinya saya mau pesan tiket keluar masuk mulu, jadi agak susah untuk pemesanan tiket. Semoga aplikasi ini bisa membuat pelanggan menjadi nyaman untuk ubah schedule tiket, dll.",2,2022,3,29
"Sistemnya lambat, belum lagi bayarnya ga praktis sama sekali. Lewat link aja pendaftaran gagal terus, lewat QRIS konfirmasi pembayaran lama banget. Bisa kali di connect ke shopee pay atau gopay, daripada ribet. Mana waktu batas pembayaran singkat, tapi ga didukung sistemnya. Ya gagal terus deh beli tiketnya",1,2022,3,29
"Aplikasi sering sekali erro ketika mau pesan.. Setalah dapat jadwal kreta mau di pesen, ketika di klik ""tambahkan sebagai penumpang"" aplikasi langsung erro/nutup sendiri.. Tolong dibntu perbaikanny..",2,2022,3,29
Mohon diperbaiki kembali aplikasinya ya. Setiap mau pesan aplikasnya keluar terus tidak bisa melanjutkan untuk mengisi data penumpang.,2,2022,3,29
"Aplikasinya waktu di pakai agak lemot. Apalagi waktu di pakai buat pesan 30 hari H -2, -3 dst. Saya menunggu pukul 24.00 untuk memesan tiket kereta Kahuripan. Sangat LEMOT. waktu normal lagi tiket sudah habis...",2,2022,3,30
"Aplikasi ini sgt memboroskan batere. Ntah knp. Pas lg di charge, lama bngt batere penuh udh kyk kura"". Sy kira charger/kabel/hp sy yg rusak. Ternyata bukan, stelah menonaktifkan aplikasi ini baru tau, batere normal n charge bs cepat kembali",2,2022,3,30
"Dari PT kreta api sendiri bikin aplikasi KAI acces. Tetapi para pengguna tidak di proritaskan buat boking, dan yang saya alami sekarang pemesanan tiket lebaran sangat susah,. Untuk boking di h 4.3,2. Kayaknya ada yang mempermainkan tiket sih kalo dari viling saya., APK aja masih brantakan ga jelas, dan buat saldo KAI pay nya tolong di perbaiki lagi, percuma saya isi saldo dari mobile bangking ke KAI pay tujuan buat pembelian tiket, tetapi tiket susah di dapat & tidak bisa saya kirim lagi ke bank",1,2022,3,30
"Aplikasi ny membantu.. saya hampir 2 minggu sekali pasti pesen tiket mnggunakan app ini.. tapi saya sudah 3 kali belakangan ini setiap mau cancel pasti app sllu ga bisa. Menu pembatalan tiket tidak bisa di klik sama sekali. Sebelum ny saya pernh coba bisa. Tp dr desember hingga sekarang maret 2022 ga berfungsi menu cancel tiket ny, apakah ada unsur kesengajaan supaya tiket nya hangus??? Tolong jelaskan. Terima kasih.",3,2022,3,30
"Metode pembayaran tidak flexiblep Misal : Pilih pembayaran link aja dan aplikasi tersebut ke back ke kai access, mau pembayaran lagi di menu tiket menunggu tidak ada lanjutkan pembayaran hanya informasi saja. Ayolah pembayarannya jgn kaya gtu ga praktis harus beli tiket dari awal lagi. Pembayaran nya seperti marketplace lain yg bisa di ubah dan tidak hrs beki dari awal lagi.",1,2022,3,30
"Aplikasi ini berkali2 lag / freeze saat dipakai. Untuk memilih kursi pun sangat susah. Batas waktu time out cuma 7 menit. Waktu keburu habis saat transaksi belum selesai. Pada akhirnya, saya harus uninstall aplikasi ini, demi kesehatan mental saya.",1,2022,3,30
"Udh dicek berkala buat tiket mudik dari jauh2 hari, pas tanggal yg udh ditentukan malah susah banget masuk, sekalinya masuk, tiket udh habis..aneh😌😤 Ada apa ini ya? Masa hitungan detik udh tau2 habis, padahal jam 00.00 aja belum Lewat semenit.",1,2022,3,31
"Login gak bisa bisa. Padahal udah reset password. Tertulis berhasil. Tapi masih aja gak bisa masuk. Udah hapus cache, udah update aplikasi. Monggo DIEVALUASI",1,2022,3,31
"Nunggu jam 12 malam buat cari tiket untuk sebulan kedepan,,,, 3 menit ga bisa keluar datanya, menit ke 4 begitu datanya ada tiket nya habis semua,,,, ga masuk akal bgt.,,,, kukira aplikasi bisa memudahkan ternyata malah menyusahkan.",1,2022,3,31
"Aplikasinya makin ke sini makin ga enak dipake. Kayanya berat banget, padahal kapasitas aplikasinya kecil. Tiap buka aplikasi atau search jadwal kereta, loadingnya lama, sering ngelag. Sering gagal pesan. Pdhl jaringan internet lancar2 aja utk streamingan. Kalo minta update maksa. Belum sempat di update, aplikasinya ga mau buka padahal butuh buat buka barcode tiket utk keperluan boarding. Masa di peron harus update aplikasi dlu? Pliss lah. Sekarang malah tiba2 logout dan ga bisa login lg.",1,2022,3,31
"Saya sering pakai jasa kai, tapi akhir² ini aplikasinya kalau login pakai akun saya malah sering ngelag bahkan susah sekali pesan tiket. Tapi kalau pakai punya orang lain bisa lancar dan metode pembayarannya banyak gak kyk di akun saya. IKI PIYE?",1,2022,3,31
"Udah melakukan pembayaran dengan virtual account jelas dengan nama pemesan,tapi konfirmasinya belum bayar,lah itu uangnya masuk kemana , padahal saya udah menyalin kode nya,ko bisa belum bayar,",1,2022,3,31
"Ini pertama kalinya saya mau naik kereta, baru tau juga ada aplikasi ini yaudah install trus bikin akun eh ga bisa login katanya invalid token. Yaudah ganti password deh saya sampe 2x tetep aja invalid token mulu. Kenapa ya??? Udah email ke Cs KAI tapi ga ada balasan. Yaudah deh aplikasi ini cuma buat liat jadwal keberangkatan aja jadinya.. Tolong diperbaiki lagi aja..",1,2022,4,1
"Edit: Sampai saat ini masih sangaaaaaaaaaattt Lambat, kadang2 malah error.. kecewa. Saya memakai asus zenfone max pro m1.. setelah memasukkan data penumpang, aplikasi menjadi sangat lambat.. bahkan eror.. mohon bantuannya. Kenapa tidak ada tanggapan ya?",1,2022,4,1
setelah di update koq malah sering error sih..tlng segera diperbaiki...apakah KAI access gk bisa d buka di hp poco X3 nfc? koq setiap kali mau pesan selalu aplikasi tidak merespon dan error,1,2022,4,2
"Saya baru saja instal apk kai acces, trs saya daftar+login untuk membuat akun di kai acces semua data sudah saya isi dgn benar. Tetapi selalu ditolak dan muncul tulisan no identitas sudah digunakan. Jd percuma sya install kalau tdk bs digunakan",1,2022,4,2
"Setelah di update aplikasi jd sering macet dan foreclos di android 11,,tolong di perbaiki bug nya om,speed data sering nol saat akan execusi selanjutnya.",5,2022,4,3
"sistem tempat duduk keretanya acak banget, contohnya pesen buat 3 org. duduknya bisa kepencar², yang satu di a, satu di b, satunya di e. tapi untung acaknya ga sampe beda gerbong. sama sistem pembayarannnya kurang lengkap, but overall udah bagus sihh",3,2022,4,3
"Sebenarnya tampilan apk sudah bagus, tapi sangat disayangkan setiap selesai memilih kursi dan ingin melakukan pembayaran apk selalu ngelag dan keluar sendiri. Yang seperti ini tidak terjadi sekali dua kali, melainkan berkali kali tiap mau pesan tiket",3,2022,4,3
"Error, ngelag. Pas buka pilihan tiket, agak ngelag buat geser ke bawah untuk mengisi data-data, dan melakukan pemesanan sampai akhir, dan tetiba bisa keluar aplikasi sendiri kalau dipencet dgn cepat, padahal di versi sblmnya aman saja. Saya kemarin pgn mesen tiket sampe berulang kali gagal terus (hampir sejam) akhirnya saya milih mesan lewat website saja, karena aplikasinya error. Terima kasih, mohon ditindak lanjuti 🙏",3,2022,4,4
"Sudah pesan tiket sudah bayar juga, uang sudah ditransfer, saldo sudah berkurang, tapi tiket tidak keluar, pdahal pembayaran sebelum waktu habis, sampai transaksi 2 kali tapi tetep tidak keluar tiketnya, ini gimana sih, klo aplikasi nya masih belum bisa digunakan jangan dipake dulu, mohon direspon pihak KAI",1,2022,4,4
Auto uninstall karena tiap pembayaran tiket pake Qris via gopay sering ga berhasil. Padahal sudah dapat notifikasi dari email kalau pembayaran berhasil tetapi ketika dicek di aplikasinya pembayaran belum terkonfirmasi. Alhasil tiket dan uang hangus. Tolong diperbaiki lagi kualitas layanan kedepannya.,1,2022,4,4
"Aplikasinya sangat membantu namun sangat disayangkan dibeberapa perangkat aplikasi tidak bisa berjalan dengan baik setelah update versi, bahkan tidak bisa login. Mohon segera perbaiki.",3,2022,4,4
Gimana si aplikasinya.. Setiap mau pembayaran ga pernah muncul selalu loading hampir 1 jam nunggu buat pembayaran sampe sampe udah abis duluan. Tolong diperbaiki lagi supaya kami bisa menikmati aplikasi dengan nyaman,1,2022,4,5
"Gak bisa pembatalan melalui e-wallet, dimenu tidak tersedia pilihan e-wallet nya. Cuma ada tulisan e-wallet nya doang tanpa ada pilihan lainnya (pilihan rekening e-wallet, contoh; link aja,dana, dll)",1,2022,4,5
"Kok jadwal tiket tidak tersedia ya untuk pesan tiket kereta lokal dari stasiun Tugu jogja ke bandara gak terdaftar. Padahal kemari pesan masih bisa, sekarang malah tidak ditemukan jadwal tiketnya. Disemua hari lagi. Skip lah apk nya",2,2022,4,6
"Aplikasi selalu force stop saat dipakai memesan tiket, padahal spek hp sudah sangat memenuhi. Tolong diperbaiki sistemnya, karena sangat menggangu dan tidak nyaman untuk digunakan, apalagi pada saat memesan tiket.",1,2022,4,6
"Hai min.... sebetulnya saya sangat terbantu dengan app ini , tp sepertinya app ini belum 100% compatible dengan android 11 dan 12 yah? Karena hampir semua teman yg pakai andro 11- 12 selalu mengalami ngelag dan eror sewaktu akan masukan identitas penumpang, dan yg pakai andro max 10 aman lancar jaya, kasian yg mau pd mudik he he... Semoga bisa segera ada perbaikan yah... utk feedback update androwebview dan chrome itu sama sekali nggak berefek apapun",5,2022,4,7
"Aplikasinya sedang bermasalahkah? Saya mau pesan tiket KA lokal ke bandara kok jadwal tidak ditemukan terus yaa, padahal minggu lalu masih baik baik saja pas dicek untuk jadwal, malah harus ke stasiun langsung untuk pembeliannya ☹️",1,2022,4,7
"Uang hangus, bayar pake Qris dan pembayaran sudah berhasil di aplikasi ini dibilang belum melakukan pembayar. Tiket hangus, uang hangus. Uangnya di kembalikan gk ini, kalau gk dikembalikan perlu diselidiki kpk nih, soalnya banyak yg coment dengan masalah yg sama",1,2022,4,8
"Dear pengembang, mohon untuk diperbaiki masalah yang sering timbul, Aplikasi berat a.k.a lemot padahal jaringan 4g. Sering force close saat masuk pembayaran. ""Time out"" alhasil gagal pesan dan harus ulang berkali-kali. Saya kira hp saya gak mampu. Ternyata emang mayoritas pengguna mengeluhkan masalah yg sama. Mohon diperbaiki lagi sistemnya.",1,2022,4,8
"Kurangin lah bintangnya. Udah pesen bolak balik tapi ngelag terus, giliran bisa malah time out. Udah di update aplikasinya, update Android system webview udah, hapus data & cache juga udah Tapi tetep aja ngelag. Mana udah top up yg nominalnya ga kecil buat beli tiket. Mau di tarik lagi duitnya ga bisa🤦",1,2022,4,8
APLIKASI TER-BAPUK!!! Nge-bug mulu. Mana cuma dikasih waktu ga sampe 7 menit Tapi prosesnya ga jalan terus sampe kadaluwarsa terus pesanan nya. Heran banget ga ada peningkatan malah makin ngeselin,1,2022,4,8
Tolong dong aplikasinya di perbaiki sya udah terlanjur ngisi saldo tp pas mau beli tiket dan mau pilih kursi duduk slalu keluar dri aplikasi terus.😰 Smentara sya kasih bintang 2dlulah. Pusing ini.,2,2022,4,8
Untuk pemesanan tikel lokal masih berfungsi tapi untuk pemesanan tiket antar kota sangat buruk gak bisa load data dengan baik selalu terhenti dan selalu terkendala dalam pemilihan kursi dan pembayaran,1,2022,4,8
Selama 2 tahun terakhir Saya memakai aplikasi ini untuk memesan tiket kereta api jarak jauh. Dalam 2 tahun terakhir juga update aplikasinya makin sangat berguna dan tidak ada masalah sama sekali semenjak saya awal maka aplikasi ini hingga sekarang. Dan semoga kedepannya dengan adanya aplikasi ini performanya lebih baik dan cepat untuk tiket keretanya,5,2022,4,9
"Apk ini sangat membantu dan fleksible. Gampang diakses dan mudah dioperasikan bagi pemula . Tapi sayang buat pengisian saldo kaspro, kasir pihak ketiga *alfa/indomrt, kebanyakan kurang memahami cara isi saldo. Terpaksa deh harus beli digerai yg ada dikota .",5,2022,4,10
"Jangan mau pakai, mau daftar akun saja nggak bisa. Katanya no telepon sudah terdaftar. Mau login lupa password, klik lupa password, masukkin email, jawabannya email tidak ditemukan. Trus bagaimana...mau login nggak bisa, tapi daftar baru juga tidak bisa...Krn nomor sudah terdaftar katanya, padahal sudah install ulang. Aplikasi nya sama sekali tidak layak",1,2022,4,10
"Padahall udah suka banget ada kai access jadi pesen tiket lebih gampang tapi entah kenapa dari seminggu yang lalu mau pesen tiket selalu time out dan gak tau kudu diapain padahal ditempatku sinyal bagus, tolong diperbaika ya. Terimakasih",1,2022,4,10
"Aplikasi untuk pemesanan layanan railfood menu selalu loading tidak bisa menampilkan menu makanan, padahal ini puasa jadi mau praktis pesan makan dan terus pramugari kereta joglosemakerto tidak pernah jalan ke gerbong-gerbong untuk nawarkan makanannya...tolong dong kinerjanya diperbaiki",1,2022,4,10
"Aplikasi nya sudah bagus, cuman untuk pembayaran itu ribet banget. Ketika pesan dan belum dibayar dan masuk dibagian menunggu itu di klik tidak bisa untuk dibayar. Jadi bingung bayarnya dimana karena tidak ada cara buat membayar nya. Cuman detailan saja. Itu seh yang bikin kesal.",5,2022,4,11
Cara mengatasi pemesanan tiket yang gagal dan not responding berturut turut. Cara 1. -Langsung klik lanjutkan pemesanan setelah mengisi identitas pemesan (hindari pemilihan kursi karena ada sesi pengecekan si pemesan sudah vaksin atau belum) - Klik setujui syarat dan ketentuan - lanjutkan pembayaran - selamat mencoba,5,2022,4,11
"Terlalu ruwet untuk orang tua yang gabisa pake android, kalau e-tiket sudah sesuai ktp harusnya bisa dicek tanpa karcis fisik, ini malah disuruh beli lagi yang fisik. Padahal kondektur sudah pegang aplikasi untuk pengecekan hanya tinggal sebut nama juga bisa muncul tanpa disuruh beli karcis fisik lagi! Apa gunanya ELEKTRONIK tiket kalau masih muter2 perayaratannya 👎👎",1,2022,4,11
"Tolong ada yang harus di perbaiki dalam metode proses pembayan soalnya saya mau bayar lewar qris karena qris ngga bisa di downlod karena jaringan saya jelek dan ada keperluan yang harus diperlukan untuk keluar dari aplikasi kai acess, jadi saya keluar, setelah urusan saya selesai saya mau bayar menggunakan qris saya balik ke aplikasi untuk memunculkan qrisnya, tapi sangat di sayangkan di sana hanya ada kode pesanaan saya saja tidak ada fitur lagi yang nama pembayar menggunakan qris.",4,2022,4,13
"Waduh setelah di Update kok Malah Kayak gini, suka Logout sendiri dan setiap pembayaran juga susah banget, tolong buat Tim pengembangan aplikasi ini, tolong di perbaiki kayak Versi sebelum-sebelumnya, Terima kasih",1,2022,4,13
"sekarang aplikasi nya jadi berat ngelag padahal sinyal bagus, sering freeze aplikasinya jadi pas mau pesan waktu pemesanan habis duluan, sering not responding, mohon segera diperbaiki",1,2022,4,13
"Berkali-kali pesen nge-lag pas loading barcode Qris nya. Begitu bisa, malah tiket nggak muncul di aplikasi. Plis bangeet tolong diperbaiki",3,2022,4,13
"aplikasinya cukup membantu,saya setiap naik kereta slalu pesen tiket dan lihat info jadwal lewat aplikasi ini tapi akhir² ini suka error,saya beli tiket dan sudah melakukan pembayaran namun hasilnya tiket saya tidak ada di aplikasinya (di menu tiket) sudah saya refresh hp saya tp saja tidak ada iyasi harganya ga seberapa tapi ttp sajaa ketidak nyamanan ini harus di tuntas kan,dan saya butuh solusi,mohon penjelasannya.",2,2022,4,13
"Sebelumnya saya sering menggunakan kereta sukabumi bogor, artinya saya sudah memiliki akun, tapi karna ada perbaikan sementara aplikasi saya hapus dulu, tapi setelah login sekarang, saya harus masukin lagi nomor ktp tapi pas dimasukin ada tulisan ""no ktp sudah digunakan"" padahal nomor hp dan emailnya tetap itu sama. Itu gimana tuh ya",3,2022,4,13
Setiap mau pesan tuket lebaran gak pernah dapet sinyal interner kuat...nungguin dari jam 00.00 siap masuk eror terus giliran udh lewat 15 mnit tiket abis...kenapa bisa begitu???harusnya dari pihak kereta api harus tingkatkan terus sistem pemesanan via aplikasi resmi atau di bikin waktu pesanan biar tidak numpuk di pukul 00.00,1,2022,4,13
"Mohon diperbaiki dong aplikasinya, saya 3 kali melakukan pembayaran kai access via shopeepay tapi tidak tersambung sama apk kai access jadi sudah bayar namun tiket terdapat di bagian menunggu dan tiketnya tidak muncul, kalo gini kan rugii",3,2022,4,14
"Buruk sekali. Macet2 aplikasinya. Kalo gini gamau pake KAI. Di stasiun disuruh pesen lewat aplikasi. Udah lewat aplikasi gak bisa. Udah bisa kode pembayaran gak bisa. MENGECEWAKAN Komentar di-update berulang kali tetep aja mengecewakan, force close. KECEWA PAKE APLIKASI GINIAN, GAK BECUS BIKIN APLIKASI FORCE CLOSE TERUS",1,2022,4,14
"Saya instal app ini karena mau memindahkan posisi duduk & jadwal. Tapi karena saya tidak masuk dalam daftar penumpang (saya belikan tiket untuk keluarga), jadi tidak bisa pindah jadwal/tempat duduk. Agak kecewa sebenarnya... karena saya pikir bisa. 🥲",3,2022,4,14
"Ini membantu sih dalam pemesanan tiket. Tapi tolong, tolong bangettttttt ini kenapa tiketnya hangus terus setiap dibayar???? Jadi harus beli tiket terus²an?? Sedangkan bayarnya jadi double bahkan lebih dari dua kali saya bayarnya. Kalo gini jadi boros saya mesennya. Tolong SEGERA diperbaiki. Terima kasih.",2,2022,4,14
"Aneh banget nih apk, udah mesan tiket dan saldo juga udah kepotong malah E-tiket nya kaga muncul. Malah muncul setelah jadwal keberangkatan telah lewat. Alhasil kaga kepake lah.. Rugi saya. Lumayan loh ongkos nya",1,2022,4,14
"Dear pengembang, mohon sistemnya lebih dikembangkan lagi. Apalagi saat milih pembayaran lewat qris, kodeQR nya lama banget loadingnya yang mau di unduh. Apalagi waktu pembayaran lewat ovo, sudah muncul notif email pembayaran berhasil tqpi di aplikasi kai access masih belum lunas. Mohon dikembangkan lagi agar kita tidak rugi🙏🏻. Terimakasih",3,2022,4,14
"Jangan pada maj transaksi pake aplikasi ini, masa pesen tiket udah d bayar via qris trus bukti pembayaran berhasil tapi tiketnya malah gagal gakebeli. Ilang keman tu uang tiket. Gaje, kalo ga niat buat aplikasi dan ga bisa ngurusnya mending ga usah bikin. Terimakasih",1,2022,4,14
"Gabisa pilih kursi, kalo milih kursi aplikasinya suka keluar sendiri. Tolong perbaiki lahhh.. Aku pernah pesen tiket online udah transfer, tapi tiketnya gak dapet. Udah minta pengembalian di stasiun sampe nyerahin bukti transfernya, tapi sampai sekarang belum dikembalikan.",1,2022,4,14
"saya booked tiket kereta, ngestuck lama keluar barcodenya trs pas keluar udah bayar saldo udah kepotong tapi status masii menunggu trs akhirnya hangus ga keitung tiket aktif padahal saldo udah dipotong :) kalo mau diproses saya ada nih history bayarnya",1,2022,4,14
"Aplikasi sudah sangat bagus. Tapi sayangnya kondisi station kereta api Kota Tanjung Balai seperti kumbangan lumpur. Dari pintu masuk station sudah seperti kolam renang, setiap hari x 24 jam tidak bisa dilewati dengan berjalan kaki harus menggunakan becak atau kenderaan lainnya. Dan sepertinya tetdapat tukang parkir ilegal distation. Mohon kepada pihak PT. KAI lebih memperhatikan kondisi Station tersebut demi untuk kenyaman pengguna kereta api, Thx.",1,2022,4,16
"Tolong di perbaiki, ada bug saat ingin memesan kereta api. Ketika klik kereta akan muncul isi identitas, pada bagian ini ditemukan masalah. Ketika loading, stuck dan akhirnya error tertutup aplikasinya sangat lag sekali. Mohon diperbaiki",2,2022,4,16
"Aplikasi amatiran , pesan tiket 2 kali pemesanan , nunggu kode pembayaran muncul tulisan harap tunggu , Sampek 1 jam , Sampek pesanan tiket kedaluarsa , yg profesional donk , kalau gak bisa bikin aplikasi yg bagus gak usah bikin , balik sistem lama aja",1,2022,4,17
"Lelet banget tolong dong update kaya aplikasi agen tiket yang lain, udah lemot pembayatan dibatasi sebentar banget makin lah susa kalau mau beli di aplikai ini. Sangat mengecewakan.",1,2022,4,17
"Masih dg judul ""Setiap pembaruan pasti ada aja masalah."" kali ini pembaruan versi 4.9.6 dg pengembangan versi 115. Semenjak pembaruan ini pd awal2 ramadhan di aplikasi tdk bisa muncul hasil pembelian ticket Ka lokal, padahal setiap hari saya selalu menggunakan sarana Ka untuk menglaju/ kerja. Sangat mengecewakan, karena saya harus berburu dg waktu untuk cetak ulang di loket. Blm lg pelayanan diloket terlalu kaku/ tdk fleksible, karena alasan sudah peraturan dll.",1,2022,4,17
"Setiap mw pesen selalu suruh isi indentitas,, jadi gx pernah sukses pesen tiketnya,, tolong di perbaiki aplikasi nya, apalagi ini lg sibuk war buat tiket mudik jadi mempersulit..",1,2022,4,18
"Halo pengembang tolong di perbaiki plisss. Saya masuk ke akun saya yg lama dgn sandi tmdan emaile yg sma kok ttp gabisa. Dirubah kata sandi jg gabisa. Buat akun baru katanya nik udah terdaftar. Ini dibutuhkan banyak orang, kalo gak diperbaiki jg menyusahkan banyak orang. Sekarang beli tiket harus lewat apk nya. Sedangkan apk nya terus bermasalah.... Ayolah pak buk mohon bantuanyaa😭😭😭",2,2022,4,18
"Plisss ini kenapa selalu kalo mau batalin pesanan tiket nggak bisa terus,, udah lihat tutorial katanya di menu my trips tpi nggk ada ikon my trips di apknya. Terus coba di cek pemesanan sama pembatalan juga nggak bisa selalu ""cannot find transcation"" Padahal kan aku juga pesen tiket disitu tpi kenpa nggk bisa. Tolong ya.....",1,2022,4,21
"Demi Allah.. Saya merasa dirugikan oleh aplikasi ini. Pembatalan tiket tidak dibayarkan. Bahkan setelah dapat notifikasi sukses dr aplikasi dan disuruh nunggu maksimal 40hari. Tp sebelum 40 hari, riwayat pembatalan hilang, gak bisa diurus. Fasilitas2 ini yang sebenernta membuat BUMN gak bakalan bisa bersaing ama yg lain. Sumpah, semoga Allah mengganti yang tidak mampu dengan yang lebih mampu, amanah, dan bermanfaat.",1,2022,4,21
"Aplikasi sdh terinstal , untuk daftar akun susah minta ampun, dikeluarkan susah, sampai berjam2, sdh melebihi wkt kadaluarsa, sistemnya tlg diperbaiki, dah senang ada aplikasi tpi utk daftar akun susah minta ampun",1,2022,4,21
"Aplikasi nya membantu..berkali kali pesan tiket KAI pake aplikasini ini, sekarang sudah ada KAI pay tambah gampang pembayaran nya. Terima kasih KAI access.. Excellent.. Semoga fitur nya tambah lengkap lagi ya :)",5,2022,4,22
"selama ini saya sangat terbantu sekali dg adanya KAI ACSES, simple buat booking tiket, tapi entah kenapa sekitar 2 mingguan ini setelah update aplikasi jadi berat,loading lama, setiap mau booking tiket gagal terus misalnya gagal menambahkan penumpang, tiba-tiba log out dengan sendirinya, mohon diperbaiki. terima kasih",2,2022,4,23
Ini aplikasi kenapa ngebug terus.. Mau pesen tiket susah nya minta ampun.. Tolong dong tim pengembang nya diperbaiki lagi supaya yang pesan jadi lebih nyaman.,1,2022,4,24
"Kenapa sih kai access lemot banget kalo udah masuk bagian pilih tempat duduk dan pembayaran. Tolong dong, PT KAI memperbaiki hal tersebut. Ini demi kemajuan dan kenyamanan bersama juga",1,2022,4,25
"mohon diperbaiki.. tidak bisa mendaftar.. ada keterangan something went wrong.. 404 forbidden.. bagaimana mau memesan tiket, mendaftar saja kita sulit/tidak bisa.. mohon atensinya.. trims",1,2022,4,25
Sekarang susah banget mau pesan tiket aplikasi tidak menanggapi dan tiba² selalu berhenti sendiri.. tolong diperbaiki lagi sistemnya,2,2022,4,26
"Dear KAI Access : saya mau booking ticket malah pake acara ngelag ato nge bug segala, pokonya saya kasih bintang 1 aja kalo layanan anda seperti ini terus menerus dan bakal merugikan banyak orang. gini aplikasi online di indonesia mau maju layanan transportasi aja udah kyk gini belum yang lain huuuu....👎🏼👎🏼👎🏼",1,2022,4,26
"Secara overall aplikasi bagus, namun agak disayangkan pada aktualnya utk railfood gk mengakomodir pemesanan dalam wkt tertentu. Seperti pada pelayanan KA Sembrani Tambahan pd tgl 26 April 2022, beda halnya dg pelayanan KA Eksekutif lainnya. Sebagai penikmat pengguna kereta api agak kecewa pada pelayanannya. Lebih ramah dan bagus pelayanannya pada KA Ekonomi premium. Trims",2,2022,4,26
"Aplikasi jadi ngelag. Cuma bisa search jadwal aja, giliran mau pesen langsung ngelag parah, aplikasinya membeku, ga bisa diapa-apain.",1,2022,4,26
"Mohon maaf saya agak Kecewa sih mesan di KAI ACCES karena tidak adanya fitur konfirmasi ulang pembatalan saya terkena dampak buruknya bisa saja pengguna salah tekan atau ada sedikit gangguan eksternal. Awalnya gak ada niat untuk membatalkan pemesanan namun salah pencet langsung hangus, ditelepon call center juga nggak bisa nolong. Mohon untuk pihak KAI ACCES untuk menambah fitur konfirmasi ulang pembatalan. Terimakasih🙏",1,2022,4,27
"Kenapa aku dah pesen tiket udah bayar juga pakai KAIPay kok E-Tiket nya gak mau keluar ya padahal kemarin"" pesan bisa keluar dan ini knpa ya aplikasinya kok aku mau masuk pakai akun lama gk bisa padahal dari nomer, email sama sandi udah bener!! tolong dong ini gimana??",2,2022,4,27
"Mau pesen tiket malah pusing sendiri selalu gagal kalau mau pesen tiket,malah ribet kalau pakai aplikasi karn selalu saja gagal padahal tiket masih tersedia,tolong di tinjau dan di perbaiki lagi aplikasi ini",1,2022,4,27
Positif dan negatif untuk aplikasi tiket KAI. + Menyediakan tiket lokal + Menyediakan penambahan tiket yang kita pesan di aplikasi lain - Proses pemesanan sangat lama bahkan cenderung berhenti ketika mau memilih kereta. Semoga bisa ditingkatkan lagi,5,2022,4,28
"Lemot banget aplikasinya, waktunya cuman beberapa menit, lemotnya setengah jam. Niat bikin aplikasi tidak sih? Apa emang dibuat gini supaya aplikasi yg lain untung?",1,2022,4,28
"Sumpah model yang sekarang lemot, nge lag, bikin emosi, kemarin mau dapat tiket 75k promo, malah nge lag batal dapat deh.tolong diperbaiki segera, malu ah BUMN gede kalah sama swasta aplikasi lainnya, dan tolong untuk terobosan terbaru sistem bisa mencarikan tiket walaupun terusan habis, tapi diberikan alternatif mungkin transit kemana dulu baru pindah ke kereta mana, seperti naik pesawat kalo jurusan langsung habis muncul jurusan transit walaupun pasti lebih mahal tapi bisa jadi pilihan,",1,2022,4,30
Sudah melakukan transaksi pembayaran tp pas di cek pemesanan malah sudah time out padahal sudah pembayaran. Waktu cek kode pesanan loading lama sampe time out. Gimana jadinya.. hilang deh pembayarannya.. tapi gadapet tiket.. Tolong gimana caranya,1,2022,5,1
KAI Access parah sih.. masalahnya nge bug terus. Tolong dong kalo mau kasih fasilitas itu yg bener. Mana per hari hanya 15x. Terus piye sy daftarnya wong nge bug terus. Gabisa ganti posisi seat. Ya kalo sy duduk di depan teman sy di bangku belakang. Duh bikin emosi aja!!,1,2022,5,2
"Ok banget, semoga kedepannya lebih memudahkan lagi cari tiket integrasi, jadi memudahkan penumpang jarak menengah dan jarak jauh apabila akan ganti kereta.Saran lain moga ada banyak diskon 😬👍🏿🙏🏼",5,2022,5,2
"Mohon diperbaiki .. Tiap mau pesen Ka Lokal kenapa identitas penumpang 1 otomatis masuk nik pengguna, mana gk bisa dirubah karena saya pesen tiket buat anak istri saya. Ribet jadinya. Tiap2 mau pesen tiket selalu begitu.",2,2022,5,2
"Masih sangat buruk kualitas aplikasinya. Bug sering muncul saat pengisian identitas, pilih kursi, atau pemesanan. Setelah itu akan selalu muncul popup Aplikasi KAI ACCESS tidak menanggapi. Mohon segera diperbaiki dan ditindaklanjuti agar memudahkan calon penumpang. Alangkah baiknya jika sekiranya menambahkan pula jumlah batas penumpang yang akan dipesan tiketnya, paling tidak 6 sesuai model seat, untuk lebih mengakomodir penumpang keluarga. Pun menambahkan pilihan metode pembayaran agar mudah.",2,2022,5,3
"Aplikasi yg bikin emosi,udh 3x isi data pesen tiket,malah kembali ke awal,cape buang"" waktu Bukannya mempermudah,malah mempersuli,klo emnag apk bgni mndigan d apus ajah Gunaiin sistem offline,Jagan menyulitkan masyarkat lain🙏",1,2022,5,3
"Kalo belum siap dengan layanan railfood mnding ga ush diadain dulu deh. Tertulis jelas katanya pesan ditempat duduk nanti diantar. Eh sudah sejam lebih psanan makanan dan minuman gd kbarnya. Smpe akhirnya harus dateng ke restorasi dan di sana blum dibuka sama sekali order pesanan kita. Dan jwabannya katanya kadang ga masuk di sistem. Alamaaak jgn seenaknya sama pelanggan dong, jangan PHP. Klo memang blum bisa dengan layanan railfood mnding jgn ad.kita bisa kok jalan sndiri ke tempat restorasi.",3,2022,5,4
